Code,"Indicator Name","Long definition","Source"
SH.DYN.NMRT,"Mortality rate, neonatal (per 1,000 live births)","Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)","Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.DYN.MORT.FE,"Mortality rate, under-5, female (per 1,000 live births)","Under-five mortality rate, female is the probability per 1,000 that a newborn female baby will die before reaching age five, if subject to female age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.DYN.MORT.MA,"Mortality rate, under-5, male (per 1,000 live births)","Under-five mortality rate, male is the probability per 1,000 that a newborn male baby will die before reaching age five, if subject to male age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SM.POP.NETM,"Net migration","Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.","United Nations Population Division. World Population Prospects: 2017 Revision."
SH.VAC.TTNS.ZS,"Newborns protected against tetanus (%)","Newborns protected against tetanus are the percentage of births by women of child-bearing age who are immunized against tetanus.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/)."
SH.DTH.0514,"Number of deaths ages 5-14 years","Number of deaths of children ages 5-14 years","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.DTH.IMRT,"Number of infant deaths","Number of infants dying before reaching one year of age.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.MMR.DTHS,"Number of maternal deaths","A maternal death refers to the death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, from any cause related to or aggravated by the pregnancy or its management but not from accidental or incidental causes.","WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Trends in Maternal Mortality: 1990 to 2015. Geneva, World Health Organization, 2015"
SH.DTH.NMRT,"Number of neonatal deaths","Number of neonates dying before reaching 28 days of age.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.UHC.NOP1.TO,"Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure","Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure","Wagstaff et al. Progress on Impoverishing Health Spending: Results for 122 Countries. A Retrospective Observational Study, Lancet Global Health 2017."
SH.UHC.NOP2.TO,"Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure","Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure","Wagstaff et al. Progress on Impoverishing Health Spending: Results for 122 Countries. A Retrospective Observational Study, Lancet Global Health 2017."
SH.UHC.OOPC.10.TO,"Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure","Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure","Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017."
SH.UHC.OOPC.25.TO,"Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure","Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure","Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017."
SN.ITK.DEFC,"Number of people who are undernourished","Number of people who are undernourished shows the number of people whose food intake is insufficient to meet dietary energy requirements continuously.","Food and Agriculture Organization (http://www.fao.org/publications/en/)."
SH.SGR.PROC.P5,"Number of surgical procedures (per 100,000 population)","The number of procedures undertaken in an operating theatre per 100,000 population per year in each country. A procedure is defined as the incision, excision, or manipulation of tissue that needs regional or general anaesthesia, or profound sedation to control pain.","The Lancet Commission on Global Surgery (www.lancetglobalsurgery.org)."
SH.DTH.MORT,"Number of under-five deaths","Number of children dying before reaching age five.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.MMR.LEVE,"Maternity leave (days paid)","Maternity leave is the mandatory minimum number of calendar days that legally must be paid by the government, the employer or both. It refers to leave related to the birth of a child that is only available to the mother; it does not cover parental leave that is available to both parents.","World Bank, Women, Business and the Law."
SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)","Nurses and midwives include professional nurses, professional midwives, auxiliary nurses, auxiliary midwives, enrolled nurses, enrolled midwives and other associated personnel, such as dental nurses and primary care nurses.","World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data."
SH.XPD.OOPC.CH.ZS,"Out-of-pocket expenditure (% of current health expenditure)","Share of out-of-pocket payments of total current health expenditures.  Out-of-pocket payments are spending on health directly out-of-pocket by households.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database)."
SH.XPD.OOPC.PC.CD,"Out-of-pocket expenditure per capita (current US$)","Health expenditure through out-of-pocket payments per capita in USD.  Out of pocket payments are spending on health directly out of pocket by households in each country.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database)."
SH.XPD.OOPC.PP.CD,"Out-of-pocket expenditure per capita, PPP (current international $)","Health expenditure through out-of-pocket payments per capita in international dollars at purchasing power parity (PPP).","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database)."
SH.H2O.BASW.ZS,"People using at least basic drinking water services (% of population)","The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.H2O.BASW.RU.ZS,"People using at least basic drinking water services, rural (% of rural population)","The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.H2O.BASW.UR.ZS,"People using at least basic drinking water services, urban (% of urban population)","The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.BASS.ZS,"People using at least basic sanitation services (% of population)","The percentage of people using at least basic sanitation services, that is, improved sanitation facilities that are not shared with other households.  This indicator encompasses both people using basic sanitation services as well as those using safely managed sanitation services.   Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines; ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.BASS.RU.ZS,"People using at least basic sanitation services, rural (% of rural population)","The percentage of people using at least basic sanitation services, that is, improved sanitation facilities that are not shared with other households.  This indicator encompasses both people using basic sanitation services as well as those using safely managed sanitation services.   Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines; ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.BASS.UR.ZS,"People using at least basic sanitation services, urban (% of urban population)","The percentage of people using at least basic sanitation services, that is, improved sanitation facilities that are not shared with other households.  This indicator encompasses both people using basic sanitation services as well as those using safely managed sanitation services.   Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines; ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.H2O.SMDW.ZS,"People using safely managed drinking water services (% of population)","The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.H2O.SMDW.RU.ZS,"People using safely managed drinking water services, rural (% of rural population)","The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.H2O.SMDW.UR.ZS,"People using safely managed drinking water services, urban (% of urban population)","The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.SMSS.ZS,"People using safely managed sanitation services (% of population)","The percentage of people using improved sanitation facilities that are not shared with other households and where excreta are safely disposed of in situ or transported and treated offsite. Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines: ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.SMSS.RU.ZS,"People using safely managed sanitation services, rural (% of rural population)","The percentage of people using improved sanitation facilities that are not shared with other households and where excreta are safely disposed of in situ or transported and treated offsite. Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines: ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.SMSS.UR.ZS,"People using safely managed sanitation services, urban  (% of urban population)","The percentage of people using improved sanitation facilities that are not shared with other households and where excreta are safely disposed of in situ or transported and treated offsite. Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines: ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.HYGN.ZS,"People with basic handwashing facilities including soap and water (% of population)","The percentage of people living in households that have a handwashing facility with soap and water available on the premises. Handwashing facilities may be fixed or mobile and include a sink with tap water, buckets with taps, tippy-taps, and jugs or basins designated for handwashing. Soap includes bar soap, liquid soap, powder detergent, and soapy water but does not include ash, soil, sand or other handwashing agents.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.HYGN.RU.ZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)","The percentage of people living in households that have a handwashing facility with soap and water available on the premises. Handwashing facilities may be fixed or mobile and include a sink with tap water, buckets with taps, tippy-taps, and jugs or basins designated for handwashing. Soap includes bar soap, liquid soap, powder detergent, and soapy water but does not include ash, soil, sand or other handwashing agents.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.STA.HYGN.UR.ZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)","The percentage of people living in households that have a handwashing facility with soap and water available on the premises. Handwashing facilities may be fixed or mobile and include a sink with tap water, buckets with taps, tippy-taps, and jugs or basins designated for handwashing. Soap includes bar soap, liquid soap, powder detergent, and soapy water but does not include ash, soil, sand or other handwashing agents.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)","Physicians include generalist and specialist medical practitioners.","World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data."
SP.POP.0004.FE.5Y,"Population ages 0-4, female (% of female population)","Female population between the ages 0 to 4 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0004.MA.5Y,"Population ages 0-4, male (% of male population)","Male population between the ages 0 to 4 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0014.TO.ZS,"Population ages 0-14 (% of total)","Population between the ages 0 to 14 as a percentage of the total population. Population is based on the de facto definition of population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of total)","Female population between the ages 0 to 14 as a percentage of the total female population. Population is based on the de facto definition of population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of total)","Male population between the ages 0 to 14 as a percentage of the total male population. Population is based on the de facto definition of population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0014.TO,"Population ages 0-14, total","Total population between the ages 0 to 14. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0014.FE.IN,"Population ages 0-14, female","Female population between the ages 0 to 14. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0014.MA.IN,"Population ages 0-14, male","Male population between the ages 0 to 14. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0509.FE.5Y,"Population ages 5-9, female (% of female population)","Female population between the ages 5 to 9 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.0509.MA.5Y,"Population ages 5-9, male (% of male population)","Male population between the ages 5 to 9 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)","Female population between the ages 10 to 14 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1519.FE.5Y,"Population ages 15-19, female (% of female population)","Female population between the ages 15 to 19 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1519.MA.5Y,"Population ages 15-19, male (% of male population)","Male population between the ages 15 to 19 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1564.TO.ZS,"Population ages 15-64 (% of total)","Total population between the ages 15 to 64 as a percentage of the total population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1564.FE.IN,"Population ages 15-64, female","Female population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of total)","Female population between the ages 15 to 64 as a percentage of the total female population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1564.MA.IN,"Population ages 15-64, male","Male population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of total)","Male population between the ages 15 to 64 as a percentage of the total male population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1564.TO,"Population ages 15-64, total","Total population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.2024.FE.5Y,"Population ages 20-24, female (% of female population)","Female population between the ages 20 to 24 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.2024.MA.5Y,"Population ages 20-24, male (% of male population)","Male population between the ages 20 to 24 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.2529.FE.5Y,"Population ages 25-29, female (% of female population)","Female population between the ages 25 to 29 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.2529.MA.5Y,"Population ages 25-29, male (% of male population)","Male population between the ages 25 to 29 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.3034.FE.5Y,"Population ages 30-34, female (% of female population)","Female population between the ages 30 to 34 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.3034.MA.5Y,"Population ages 30-34, male (% of male population)","Male population between the ages 30 to 34 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.3539.FE.5Y,"Population ages 35-39, female (% of female population)","Female population between the ages 35 to 39 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)","Male population between the ages 35 to 39 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.4044.FE.5Y,"Population ages 40-44, female (% of female population)","Female population between the ages 40 to 44 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.4044.MA.5Y,"Population ages 40-44, male (% of male population)","Male population between the ages 40 to 44 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.4549.FE.5Y,"Population ages 45-49, female (% of female population)","Female population between the ages 45 to 49 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.4549.MA.5Y,"Population ages 45-49, male (% of male population)","Male population between the ages 45 to 49 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)","Female population between the ages 50 to 54 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.5054.MA.5Y,"Population ages 50-54, male (% of male population)","Male population between the ages 50 to 54 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.5559.FE.5Y,"Population ages 55-59, female (% of female population)","Female population between the ages 55 to 59 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)","Male population between the ages 55 to 59 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.6064.FE.5Y,"Population ages 60-64, female (% of female population)","Female population between the ages 60 to 64 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.6064.MA.5Y,"Population ages 60-64, male (% of male population)","Male population between the ages 60 to 64 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.65UP.TO.ZS,"Population ages 65 and above (% of total)","Population ages 65 and above as a percentage of the total population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.65UP.FE.IN,"Population ages 65 and above, female","Female population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of total)","Female population 65 years of age or older as a percentage of the total female population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.65UP.MA.IN,"Population ages 65 and above, male","Male population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of total)","Male population 65 years of age or older as a percentage of the total male population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.65UP.TO,"Population ages 65 and above, total","Total population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.6569.FE.5Y,"Population ages 65-69, female (% of female population)","Female population between the ages 65 to 69 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)","Male population between the ages 65 to 69 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.7074.FE.5Y,"Population ages 70-74, female (% of female population)","Female population between the ages 70 to 74 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.7074.MA.5Y,"Population ages 70-74, male (% of male population)","Male population between the ages 70 to 74 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.7579.FE.5Y,"Population ages 75-79, female (% of female population)","Female population between the ages 75 to 79 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)","Male population between the ages 75 to 79 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)","Female population between the ages 80 and above as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)","Male population between the ages 80 and above as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.1014.MA.5Y,"Population ages 10-14, male (% of male population)","Male population between the ages 10 to 14 as a percentage of the total male population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.GROW,"Population growth (annual %)","Annual population growth rate for year t is the exponential rate of growth of midyear population from year t-1 to t, expressed as a percentage . Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","Derived from total population. Population source: (1) United Nations Population Division. World Population Prospects: 2017 Revision, (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
SP.POP.TOTL.FE.IN,"Population, female","Female population is based on the de facto definition of population, which counts all female residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.TOTL.FE.ZS,"Population, female (% of total)","Female population is the percentage of the population that is female. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.TOTL.MA.IN,"Population, male","Male population is based on the de facto definition of population, which counts all male residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.TOTL.MA.ZS,"Population, male (% of total)","Male population is the percentage of the population that is male. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2017 Revision."
SP.POP.TOTL,"Population, total","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","(1) United Nations Population Division. World Population Prospects: 2017 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
SH.STA.PNVC.ZS,"Postnatal care coverage (% mothers)","Percentage of women with a postnatal checkup in the first two days after birth","Demographic and Health Surveys"
SI.POV.NAHC,"Poverty headcount ratio at national poverty lines (% of population)","National poverty headcount ratio is the percentage of the population living below the national poverty lines. National estimates are based on population-weighted subgroup estimates from household surveys.","World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines."
SH.STA.ANVC.ZS,"Pregnant women receiving prenatal care (%)","Pregnant women receiving prenatal care are the percentage of women attended at least once during pregnancy by skilled health personnel for reasons related to pregnancy.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys."
SH.STA.ANV4.ZS,"Pregnant women receiving prenatal care of at least four visits (% of pregnant women)","Pregnant women receiving prenatal care, at least four times, are the percentage of women attended at least four times during pregnancy by skilled health personnel for reasons related to pregnancy.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys."
SH.ANM.CHLD.ZS,"Prevalence of anemia among children (% of children under 5)","Prevalence of anemia, children under age 5, is the percentage of children under age 5 whose hemoglobin level is less than 110 grams per liter at sea level.","World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en)."
SH.ANM.NPRG.ZS,"Prevalence of anemia among non-pregnant women (% of women ages 15-49)","Prevalence of anemia, non-pregnant women, is the percentage of non-pregnant women whose hemoglobin level is less than 120 grams per liter at sea level.","World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en)."
SH.PRG.ANEM,"Prevalence of anemia among pregnant women (%)","Prevalence of anemia, pregnant women, is the percentage of pregnant women whose hemoglobin level is less than 110 grams per liter at sea level.","World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en)."
